idProduto,numeroRegistro,nomeProduto,expediente,razaoSocial,cnpj,data,numProcesso,dataAtualizacao
527108,100430981,DIUPRESS,0253675260,EUROFARMA LABORATORIOS S.A.,61190096000192,2026-03-16T09:18:00.000-0300,25351321430200798,2026-09-24T00:00:00.000-0300
519443,155620026,"CLORETO DE SÓDIO 0,9%",0659500264,ANTIBIÓTICOS DO BRASIL LTDA,05439635000103,2026-07-03T16:10:53.000-0300,25351059138200741,2026-09-24T00:00:00.000-0300
528679,100470431,Amoxicilina + Clavulanato de Potássio,0357792262,SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA,61286647000116,2026-04-13T15:34:48.000-0300,25351115407200685,2026-09-24T00:00:00.000-0300
514963,113430147,nitrato de isoconazol,0904735265,HIPOLABOR FARMACEUTICA LTDA,19570720000110,2026-09-01T14:23:17.000-0300,25351046595200775,2026-09-24T00:00:00.000-0300
529449,106390248,MESACOL,0238227260,TAKEDA PHARMA LTDA.,60397775000174,2026-03-11T13:29:31.000-0300,25351320916200628,2026-09-24T00:00:00.000-0300
402223,103870054,HYPOFARMA MANITOL 20%,1900740210,HYPOFARMA - INSTITUTO DE HYPODERMIA E FARMÁCIA LTDA,17174657000178,2021-05-17T11:59:11.000-0300,25351299709200435,2026-09-24T00:00:00.000-0300
519654,110630124,ARTESUNATO +  MEFLOQUINA FARMANGUINHOS,0741260263,FUNDAÇÃO OSWALDO CRUZ,33781055000135,2026-07-24T14:47:53.000-0300,25351477002200638,2026-09-24T00:00:00.000-0300
429488,104070098,SORO ANTIBOTRÓPICO (PENTAVALENTE) E ANTILAQUÉTICO,0121258262,INSTITUTO VITAL BRAZIL S/A,30064034000100,2026-02-05T15:04:59.000-0200,25351306627200535,2026-09-24T00:00:00.000-0300
525025,154230109,Cetoconazol+Dipropionato de Betametasona+Sulfato de Neomicina,1306410258,GEOLAB INDÚSTRIA FARMACÊUTICA S/A,03485572000104,2025-09-30T16:49:30.000-0300,25351351302200698,2026-09-24T00:00:00.000-0300
519256,100470410,LECTRUM,0799012262,SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA,61286647000116,2026-08-07T09:30:37.000-0300,25351115424200612,2026-09-24T00:00:00.000-0300
524966,113430157,cloridrato de nortriptilina,1364234254,HIPOLABOR FARMACEUTICA LTDA,19570720000110,2025-10-10T15:04:58.000-0300,25351145586200766,2026-09-24T00:00:00.000-0300
520367,113430156,CLORIDRATO DE TRAMADOL (PORTARIA 344/98 - LISTA A2),1455057240,HIPOLABOR FARMACEUTICA LTDA,19570720000110,2024-10-23T08:38:25.000-0300,25351098075200748,2026-09-24T00:00:00.000-0300
520607,151670032,atenolol,2015100194,AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA,04301884000175,2019-08-20T11:11:58.000-0300,25351400324200699,2026-09-24T00:00:00.000-0300
521266,113430152,diazepam,1557416249,HIPOLABOR FARMACEUTICA LTDA,19570720000110,2024-11-12T14:55:30.000-0200,25351101625200713,2026-09-24T00:00:00.000-0300
523978,105350143,loratadina,0300018266,LABORATÓRIO GLOBO SA,17115437000173,2026-03-27T15:53:18.000-0300,25351143946200795,2026-09-24T00:00:00.000-0300
521489,103700511,Diazepam,4079393211,LABORATÓRIO TEUTO BRASILEIRO S/A,17159229000176,2021-10-15T12:44:35.000-0300,25351103768200760,2026-09-24T00:00:00.000-0300
521560,107150190,ENXAK,0365815268,CAZI QUIMICA FARMACEUTICA INDUSTRIA E COMERCIO LTDA,44010437000181,2026-04-15T08:39:21.000-0300,250000169478903,2026-09-24T00:00:00.000-0300
508531,155730008,TEVACARBO,0333212266,TEVA FARMACÊUTICA LTDA.,05333542000108,2026-04-07T19:07:20.000-0300,25351466780200600,2026-09-24T00:00:00.000-0300
530665,100410131,NEPHROTECT,0651440262,FRESENIUS KABI BRASIL LTDA,49324221000104,2026-07-01T22:13:58.000-0300,25351218262200754,2026-09-24T00:00:00.000-0300
530684,100430996,ZINA,0174276265,EUROFARMA LABORATORIOS S.A.,61190096000192,2026-02-23T11:25:09.000-0300,25351192348200740,2026-09-24T00:00:00.000-0300
522099,143810114,fluconazol,0078950261,CIMED INDUSTRIA S.A,02814497000107,2026-01-26T08:28:58.000-0200,25351117215200794,2026-09-24T00:00:00.000-0300
517069,105830565,DIPROPIONATO DE BETAMETASONA + ÁCIDO SALICÍLICO,0206382260,GERMED FARMACEUTICA LTDA,45992062000165,2026-03-03T09:55:55.000-0300,25351146033200721,2026-09-24T00:00:00.000-0300
528678,170560013,EPHYNAL,1501338242,BAYER S.A.,18459628000115,2024-10-31T13:48:04.000-0300,25351212417200749,2026-09-24T00:00:00.000-0300
531715,101180605,FITOSCAR,1588349250,APSEN FARMACEUTICA S/A,62462015000129,2025-12-11T09:25:01.000-0200,25351172353200736,2026-09-24T00:00:00.000-0300
531716,100410130,BICARBONATO DE SÓDIO,0626667267,FRESENIUS KABI BRASIL LTDA,49324221000104,2026-06-25T13:57:37.000-0300,25351051495200761,2026-09-24T00:00:00.000-0300
526290,102350884,CLORIDRATO DE SIBUTRAMINA,1139542257,EMS S/A,57507378000365,2025-08-25T15:48:29.000-0300,25351248265200712,2026-09-24T00:00:00.000-0300
531821,125680186,Cimetidina,1554581214,PRATI DONADUZZI & CIA LTDA,73856593000166,2021-04-23T10:29:03.000-0300,25351257185200758,2026-09-24T00:00:00.000-0300
522573,154230123,ACEBROFILINA,0534730264,GEOLAB INDÚSTRIA FARMACÊUTICA S/A,03485572000104,2026-06-01T11:20:32.000-0300,25351120208200770,2026-09-24T00:00:00.000-0300
522265,100681053,DIOVAN AMLO FIX,1231327251,NOVARTIS BIOCIENCIAS S.A,56994502000130,2025-09-17T10:24:53.000-0300,25351099203200690,2026-09-24T00:00:00.000-0300
522620,100630222,ISOFLURANO,1640810251,INSTITUTO BIOCHIMICO INDÚSTRIA FARMACÊUTICA LTDA,33258401000103,2025-12-23T09:46:54.000-0200,25351126336200727,2026-09-24T00:00:00.000-0300
56,103920092,DIMENIDRIN,0227704266,VITAMEDIC INDUSTRIA FARMACEUTICA LTDA,30222814000131,2026-03-09T07:24:49.000-0300,250000163829909,2026-09-24T00:00:00.000-0300
522628,113430150,cloridrato de terbinafina,1969212169,HIPOLABOR FARMACEUTICA LTDA,19570720000110,2016-06-23T07:43:27.000-0300,25351118987200743,2026-09-24T00:00:00.000-0300
447522,100410118,SOLUÇÃO P/ DIÁLISE PERITONEAL,0196055195,FRESENIUS KABI BRASIL LTDA,49324221000104,2019-03-01T15:28:38.000-0300,25351058208200662,2026-09-24T00:00:00.000-0300
525018,101430027,PENETRO,1601627254,MEGALABS FARMACEUTICA S.A.,33026055000120,2025-12-15T12:16:33.000-0200,2599200576052,2026-09-24T00:00:00.000-0300
510369,100430972,triancinolona acetonida + sulfato de neomicina + gramicidina + nistatina,4922963227,EUROFARMA LABORATORIOS S.A.,61190096000192,2022-11-09T14:08:38.000-0200,25351010189200774,2026-09-24T00:00:00.000-0300
521520,125680168,CLORIDRATO DE PROPRANOLOL,1187501181,PRATI DONADUZZI & CIA LTDA,73856593000166,2018-12-18T08:44:02.000-0200,25351445891200674,2026-09-24T00:00:00.000-0300
523298,102350874,PARACETAMOL + CLORIDRATO DE PSEUDOEFEDRINA,0944596266,EMS S/A,57507378000365,2026-09-11T11:17:16.000-0300,25351099016200797,2026-09-24T00:00:00.000-0300
516883,102980366,HELLEVA,1484948254,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,44734671000151,2025-11-11T14:14:29.000-0200,25351072860200771,2026-09-24T00:00:00.000-0300
533944,102980365,XYLESTESIN ISOBÁRICO,0591671263,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,44734671000151,2026-06-16T15:26:44.000-0300,2500101321385,2026-09-24T00:00:00.000-0300
534158,105530329,SYNTHROID,0071370251,ABBOTT LABORATÓRIOS DO BRASIL LTDA,56998701000116,2025-01-17T12:28:31.000-0200,25351134832200754,2026-09-24T00:00:00.000-0300
524473,104971345,sulfadiazina de prata,0086319264,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,60665981000118,2026-01-27T17:27:29.000-0200,25351150119200758,2026-09-24T00:00:00.000-0300
509683,105730371,BIOMAG,0712349251,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,60659463002992,2025-05-27T07:13:51.000-0300,25351462625200614,2026-09-24T00:00:00.000-0300
539249,101800392,SPRYCEL,1375000250,BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA,56998982000107,2025-10-14T12:01:46.000-0300,25351344647200695,2026-09-24T00:00:00.000-0300
529219,102980363,DIMORF,0519956265,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,44734671000151,2026-05-27T11:09:12.000-0300,25351045723200682,2026-09-24T00:00:00.000-0300
4695,104970191,UNI HALOPER,1581615256,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,60665981000118,2025-12-09T16:16:34.000-0200,250000228809478,2026-09-24T00:00:00.000-0300
528632,100470446,azitromicina,0394960262,SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA,61286647000116,2026-04-23T15:15:53.000-0300,25351192679200607,2026-09-24T00:00:00.000-0300
71003,109170009,TETRAMED,0300093268,MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA.,17875154000120,2026-03-27T16:05:35.000-0300,2599202309875,2026-09-24T00:00:00.000-0300
355811,100410100,ÁGUA PARA INJEÇÃO,0615844260,FRESENIUS KABI BRASIL LTDA,49324221000104,2026-06-23T11:27:26.000-0300,25351010427200407,2026-09-24T00:00:00.000-0300
515704,100430991,CREVAGIN,0897233255,EUROFARMA LABORATORIOS S.A.,61190096000192,2025-07-08T16:14:12.000-0300,25351069251200734,2026-09-24T00:00:00.000-0300
529194,105830583,CLORIDRATO DE BROMEXINA,1137967251,GERMED FARMACEUTICA LTDA,45992062000165,2025-08-25T10:43:15.000-0300,25351304038200784,2026-09-24T00:00:00.000-0300
560021,113430159,HIPOFOL,1667123246,HIPOLABOR FARMACEUTICA LTDA,19570720000110,2024-12-05T16:35:29.000-0200,25351038554200896,2026-09-24T00:00:00.000-0300
526585,154230140,CISTEIL,0473318261,GEOLAB INDÚSTRIA FARMACÊUTICA S/A,03485572000104,2026-05-14T18:29:03.000-0300,25351119258200712,2026-09-24T00:00:00.000-0300
531852,151670030,FINASTERIDA,0946540268,AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA,04301884000175,2026-09-11T16:03:11.000-0300,25351267433200779,2026-09-24T00:00:00.000-0300
532054,102350885,CLORIDRATO DE AMITRIPTILINA,0338539263,EMS S/A,57507378000365,2026-04-08T14:39:08.000-0300,25351303749200731,2026-09-24T00:00:00.000-0300
174119,103700078,CANDITRAT,1683673247,LABORATÓRIO TEUTO BRASILEIRO S/A,17159229000176,2024-12-10T08:42:03.000-0200,2500001418688,2026-09-24T00:00:00.000-0300
533110,169930002,TYSABRI,0942475267,BIOGEN BRASIL PRODUTOS FARMACEUTICOS LTDA,07986222000174,2026-09-10T20:56:10.000-0300,25351216949200755,2026-09-24T00:00:00.000-0300
536835,101180604,Artane,1583343253,APSEN FARMACEUTICA S/A,62462015000129,2025-12-10T08:42:46.000-0200,25351216592200624,2026-09-24T00:00:00.000-0300
537625,110850036,maleato de dexclorfeniramina,0125526261,FARMACE INDÚSTRIA QUÍMICO-FARMACÊUTICA CEARENSE LTDA,06628333000146,2026-02-06T13:43:23.000-0200,25351373579200752,2026-09-24T00:00:00.000-0300
523103,125680175,benzoilmetronidazol,0230094140,PRATI DONADUZZI & CIA LTDA,73856593000166,2014-03-27T16:53:44.000-0300,25351141020200765,2026-09-24T00:00:00.000-0300
552469,141070064,cetoconazol,0598910263,PHARLAB INDÚSTRIA FARMACÊUTICA S.A.,02501297000102,2026-06-18T09:04:02.000-0300,25351415777200709,2026-09-24T00:00:00.000-0300
467177,100410122,MANITOL 20%,0614586267,FRESENIUS KABI BRASIL LTDA,49324221000104,2026-06-23T09:18:58.000-0300,25351236025200694,2026-09-24T00:00:00.000-0300
499601,108840373,IQUEGO-IBUPROFENO,1385265165,INDÚSTRIA QUÍMICA DO ESTADO DE GOIÁS S/A - IQUEGO,01541283000141,2016-03-21T12:39:52.000-0300,25351238227200671,2026-09-24T00:00:00.000-0300
532593,102980364,AMYTRIL,0540830267,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,44734671000151,2026-06-02T17:00:45.000-0300,25351126499200718,2026-09-24T00:00:00.000-0300
541722,100470450,cefadroxila,0966523253,SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA,61286647000116,2025-07-24T14:54:06.000-0300,25351192415200645,2026-09-24T00:00:00.000-0300
519260,155730005,TEVAOXALI,0274192268,TEVA FARMACÊUTICA LTDA.,05333542000108,2026-03-20T11:24:02.000-0300,25351103201200793,2026-09-24T00:00:00.000-0300
529215,155370001,PANTIUM,1498657214,ACCORD FARMACÊUTICA LTDA,64171697000146,2021-04-19T17:02:21.000-0300,25351187065200786,2026-09-24T00:00:00.000-0300
524068,100410133,AMINOSTERIL N-HEPA 8%,0876669267,FRESENIUS KABI BRASIL LTDA,49324221000104,2026-08-25T15:52:19.000-0300,25351151251200787,2026-09-24T00:00:00.000-0300
528680,100470434,levofloxacino,0456037268,SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA,61286647000116,2026-05-11T16:39:05.000-0300,25351357174200696,2026-09-24T00:00:00.000-0300
531454,147610013,dipirona sódica,4572967229,NATIVITA IND. COM. LTDA.,65271900000119,2022-08-18T15:58:29.000-0300,25351259132200771,2026-09-24T00:00:00.000-0300
527674,125680182,METRONIDAZOL,0574459260,PRATI DONADUZZI & CIA LTDA,73856593000166,2026-06-11T14:00:08.000-0300,25351199836200788,2026-09-24T00:00:00.000-0300
536405,170560016,REDOXON,1600991254,BAYER S.A.,18459628000115,2025-12-15T10:48:41.000-0200,25351211887200795,2026-09-24T00:00:00.000-0300
963,105830003,IMUSSUPREX,0889962251,GERMED FARMACEUTICA LTDA,45992062000165,2025-07-07T12:17:37.000-0300,250000139339522,2026-09-24T00:00:00.000-0300
527072,115600164,NISTATINA,4919687222,CIFARMA CIENTÍFICA FARMACÊUTICA LTDA,17562075000169,2022-11-09T08:11:31.000-0200,25351190487200739,2026-09-24T00:00:00.000-0300
540075,118600082,GINKGO HERBARIUM,0020807261,HERBARIUM LABORATORIO BOTANICO LTDA,78950011000120,2026-01-08T17:02:52.000-0200,25351400903200712,2026-09-24T00:00:00.000-0300
544336,112090129,FUNED METFORMINA,2469332214,FUNDAÇÃO EZEQUIEL DIAS - FUNED,17503475000101,2021-06-25T16:17:50.000-0300,25351323338200762,2026-09-24T00:00:00.000-0300
489711,105250030,MENELAT,0787203262,TORRENT DO BRASIL LTDA,33078528000132,2026-08-05T11:10:05.000-0300,25351269643200611,2026-09-24T00:00:00.000-0300
413070,105730354,TRANSPULMIN XAROPE INFANTIL,1553428251,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,60659463002992,2025-12-02T14:25:13.000-0200,25351136928200595,2026-09-24T00:00:00.000-0300
527722,100470462,Mirtazapina,0659725266,SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA,61286647000116,2026-07-03T17:18:14.000-0300,25351115582200672,2026-09-24T00:00:00.000-0300
496274,104971350,GLAUB,1536700258,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,60665981000118,2025-11-27T08:07:00.000-0200,25351336905200660,2026-09-24T00:00:00.000-0300
527680,125680183,AZITROMICINA,0050858262,PRATI DONADUZZI & CIA LTDA,73856593000166,2026-01-16T15:11:36.000-0200,25351209952200712,2026-09-24T00:00:00.000-0300
534940,105730383,DIOSMIN SDU,0713063254,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,60659463002992,2025-05-27T09:30:07.000-0300,25351184518200712,2026-09-24T00:00:00.000-0300
541934,113430175,lidocaina,0342634267,HIPOLABOR FARMACEUTICA LTDA,19570720000110,2026-04-09T10:54:34.000-0300,25351407337200770,2026-09-24T00:00:00.000-0300
500815,102350893,BISURAN,0935582258,EMS S/A,57507378000365,2025-07-18T14:18:28.000-0300,25351400988200658,2026-09-24T00:00:00.000-0300
540498,112363388,INVEGA,1512212253,JANSSEN-CILAG FARMACÊUTICA LTDA,51780468000187,2025-11-19T08:10:27.000-0200,25351389330200688,2026-09-24T00:00:00.000-0300
540605,123520208,cloridrato de donepezila,1641133252,RANBAXY FARMACÊUTICA LTDA,73663650000190,2025-12-23T10:42:02.000-0200,25351457252200732,2026-09-24T00:00:00.000-0300
534934,107150046,STONGEL,2504257162,CAZI QUIMICA FARMACEUTICA INDUSTRIA E COMERCIO LTDA,44010437000181,2016-11-18T13:28:24.000-0200,2599201929471,2026-09-24T00:00:00.000-0300
3981,100430598,SELENE,0174966261,EUROFARMA LABORATORIOS S.A.,61190096000192,2026-02-23T13:22:38.000-0300,250000013229612,2026-09-24T00:00:00.000-0300
544209,170560020,ASPIRINA,0976029260,BAYER S.A.,18459628000115,2026-09-18T14:49:35.000-0300,25351210118200770,2026-09-24T00:00:00.000-0300
535342,132230104,CPHD 24/34,0546725261,FRESENIUS MEDICAL CARE LTDA,01440590000136,2026-06-03T17:16:01.000-0300,25351247958200798,2026-09-24T00:00:00.000-0300
541183,116880014,CPHD - CONCENTRADO ÁCIDO PARA HEMODIÁLISE SEM GLICOSE,0581093267,FARMARIN INDUSTRIA E COMERCIO LTDA,58635830000175,2026-06-12T18:17:09.000-0300,25351423857200720,2026-09-24T00:00:00.000-0300
543170,104730031,ESPINHEIRA SANTA,1548826251,VIDORA FARMACÊUTICA LTDA,92762277000170,2025-12-01T15:00:58.000-0200,25351413143200711,2026-09-24T00:00:00.000-0300
544223,170560105,ASPIRINA C EFERVESCENTE,0976378264,BAYER S.A.,18459628000115,2026-09-18T15:06:46.000-0300,25351212395200717,2026-09-24T00:00:00.000-0300
540615,100431010,brometo de rocurônio,1064019242,EUROFARMA LABORATORIOS S.A.,61190096000192,2024-08-05T11:21:10.000-0300,25351408943200711,2026-09-24T00:00:00.000-0300
504196,100840140,SEKI,0982775253,ZAMBON LABORATÓRIOS FARMACÊUTICOS LTDA.,61100004000136,2025-07-29T16:45:04.000-0300,2500100196787,2026-09-24T00:00:00.000-0300
536086,105350142,MALEATO DE DEXCLORFENIRAMINA + BETAMETASONA,0191437263,LABORATÓRIO GLOBO SA,17115437000173,2026-02-26T13:25:58.000-0300,25351345461200734,2026-09-24T00:00:00.000-0300
536371,132230107,"CPHD BICARBONATO DE SÓDIO 8,4 %",0546680267,FRESENIUS MEDICAL CARE LTDA,01440590000136,2026-06-03T17:28:04.000-0300,25351248259200765,2026-09-24T00:00:00.000-0300
543413,167730029,Nimesulida,0755794257,LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA,05044984000126,2025-06-04T11:29:52.000-0300,25351456938200714,2026-09-24T00:00:00.000-0300
5534,105830239,MALEATO DE ENALAPRIL,0987882252,GERMED FARMACEUTICA LTDA,45992062000165,2025-07-30T16:06:02.000-0300,253510280850041,2026-09-24T00:00:00.000-0300
70175,103110011,CLORETO DE SÓDIO,0305494261,HALEX ISTAR INDÚSTRIA FARMACÊUTICA SA,01571702000198,2026-03-30T10:54:39.000-0300,2500100821178,2026-09-24T00:00:00.000-0300
532316,113430155,espironolactona,0716177269,HIPOLABOR FARMACEUTICA LTDA,19570720000110,2026-07-20T16:01:03.000-0300,25351285917200708,2026-09-24T00:00:00.000-0300
578974,103700518,dicloridrato de cetirizina,1932364216,LABORATÓRIO TEUTO BRASILEIRO S/A,17159229000176,2021-05-19T10:55:59.000-0300,25351211941200883,2026-09-24T00:00:00.000-0300
535773,107150171,fenitoína,0581089260,CAZI QUIMICA FARMACEUTICA INDUSTRIA E COMERCIO LTDA,44010437000181,2026-06-12T18:15:50.000-0300,25351359337200756,2026-09-24T00:00:00.000-0300
392138,104910020,JP GLICOSE,0737834251,JP INDUSTRIA FARMACEUTICA S/A,55972087000150,2025-05-30T15:22:14.000-0300,2500100531277,2026-09-24T00:00:00.000-0300
398064,104910018,JP FISIOLÓGICO,4478283207,JP INDUSTRIA FARMACEUTICA S/A,55972087000150,2020-12-18T09:22:52.000-0200,2599200469367,2026-09-24T00:00:00.000-0300
565573,104730035,PASSIFLORA KLEIN,1548975257,VIDORA FARMACÊUTICA LTDA,92762277000170,2025-12-01T15:10:18.000-0200,25351650459200784,2026-09-24T00:00:00.000-0300
522845,155370008,micofenolato de mofetila,3279861225,ACCORD FARMACÊUTICA LTDA,64171697000146,2022-05-20T12:29:15.000-0300,25351374902200624,2026-09-24T00:00:00.000-0300
554081,104540175,BENICARANLO,0701982268,DAIICHI SANKYO BRASIL FARMACÊUTICA LTDA,60874187000184,2026-07-15T21:53:27.000-0300,25351243637200714,2026-09-24T00:00:00.000-0300
568520,102350929,DICLOFENACO SÓDICO,0039891267,EMS S/A,57507378000365,2026-01-14T13:57:44.000-0200,25351060544200837,2026-09-24T00:00:00.000-0300
517901,100431004,Amoxicilina + Clavulanato de Potássio,0258563265,EUROFARMA LABORATORIOS S.A.,61190096000192,2026-03-17T08:34:56.000-0300,25351086820200714,2026-09-24T00:00:00.000-0300
549249,103700514,atenolol + clortalidona,0893041254,LABORATÓRIO TEUTO BRASILEIRO S/A,17159229000176,2025-07-08T09:42:04.000-0300,25351494068200773,2026-09-24T00:00:00.000-0300
2262,104910061,SOLUÇÃO DE RINGER COM LACTATO,0737870257,JP INDUSTRIA FARMACEUTICA S/A,55972087000150,2025-05-30T15:29:07.000-0300,2500100619281,2026-09-24T00:00:00.000-0300
553587,156510018,ZYVALPREX,4678237224,ZYDUS NIKKHO FARMACÊUTICA LTDA,05254971000181,2022-09-12T15:06:34.000-0300,25351415638200777,2026-09-24T00:00:00.000-0300
554048,143810121,SULFATO DE NEOMICINA + BACITRACINA ZÍNCICA,0208237267,CIMED INDUSTRIA S.A,02814497000107,2026-03-03T14:41:25.000-0300,25351564505200723,2026-09-24T00:00:00.000-0300
421857,102980023,IMIPRA,0572882262,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,44734671000151,2026-06-11T10:15:18.000-0300,2599200854574,2026-09-24T00:00:00.000-0300
397980,104910019,JP GLICOFISIOLÓGICO,0737758252,JP INDUSTRIA FARMACEUTICA S/A,55972087000150,2025-05-30T15:11:47.000-0300,2599200776167,2026-09-24T00:00:00.000-0300
546076,104971354,cefalexina,0685639240,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,60665981000118,2024-05-22T17:05:55.000-0300,25351421153200712,2026-09-24T00:00:00.000-0300
547730,103700512,varfarina sódica,0682258253,LABORATÓRIO TEUTO BRASILEIRO S/A,17159229000176,2025-05-21T12:54:07.000-0300,25351438812200750,2026-09-24T00:00:00.000-0300
564035,109740207,VASOPRIL,1506576257,BIOLAB SANUS FARMACÊUTICA LTDA,49475833000106,2025-11-17T18:18:20.000-0200,25351187251200804,2026-09-24T00:00:00.000-0300
532817,100430993,losartana potássica + hidroclorotiazida,0063086263,EUROFARMA LABORATORIOS S.A.,61190096000192,2026-01-21T09:25:49.000-0200,25351353159200679,2026-09-24T00:00:00.000-0300
560564,151670038,MIRTAZAPINA,0073436267,AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA,04301884000175,2026-01-23T10:28:09.000-0200,25351016790200851,2026-09-24T00:00:00.000-0300
537301,125680191,alopurinol,0722552262,PRATI DONADUZZI & CIA LTDA,73856593000166,2026-07-21T13:37:27.000-0300,25351369211200790,2026-09-24T00:00:00.000-0300
134144,100419940,FRESOFLOX,0617035261,FRESENIUS KABI BRASIL LTDA,49324221000104,2026-06-23T14:10:15.000-0300,25351167227200255,2026-09-24T00:00:00.000-0300
487609,100431002,RISS,1588450252,EUROFARMA LABORATORIOS S.A.,61190096000192,2025-12-11T09:43:39.000-0200,25351111828200637,2026-09-24T00:00:00.000-0300
579013,173330001,Naglazyme,1336000252,BIOMARIN BRASIL FARMACÊUTICA LTDA,08002360000134,2025-10-07T17:14:58.000-0300,25351400371200802,2026-09-24T00:00:00.000-0300
515951,143810042,PEDILETAN,0669891258,CIMED INDUSTRIA S.A,02814497000107,2025-05-19T09:07:52.000-0300,2500101042983,2026-09-24T00:00:00.000-0300
558686,143810024,NARIX,0492435251,CIMED INDUSTRIA S.A,02814497000107,2025-04-10T07:46:05.000-0300,2599201796762,2026-09-24T00:00:00.000-0300
578816,135690516,VENFORIN,0049047264,EMS SIGMA PHARMA LTDA,00923140000131,2026-01-16T10:48:26.000-0200,25351442979200715,2026-09-24T00:00:00.000-0300
547720,143810127,DIPROPIONATO DE BETAMETASONA + SULFATO DE GENTAMICINA,0568820155,CIMED INDUSTRIA S.A,02814497000107,2015-06-29T08:52:36.000-0300,25351442319200734,2026-09-24T00:00:00.000-0300
548416,143810117,DIPROZIL,1346601191,CIMED INDUSTRIA S.A,02814497000107,2019-07-26T14:51:51.000-0300,25351554818200773,2026-09-24T00:00:00.000-0300
169910,115570053,BROMELIN,2594748166,INFAN INDUSTRIA QUIMICA FARMACEUTICA NACIONAL S/A,08939548000103,2023-01-03T15:35:00.000-0200,25351164024200215,2026-09-24T00:00:00.000-0300
565405,154230127,ONCICREM-A,0533155266,GEOLAB INDÚSTRIA FARMACÊUTICA S/A,03485572000104,2026-05-30T17:56:41.000-0300,25351060245200801,2026-09-24T00:00:00.000-0300
516400,100431005,DUOMO,0365886262,EUROFARMA LABORATORIOS S.A.,61190096000192,2026-04-15T08:59:12.000-0300,25351059434200741,2026-09-24T00:00:00.000-0300
542347,125680195,FUROSEMIDA,0630249261,PRATI DONADUZZI & CIA LTDA,73856593000166,2026-06-26T08:47:17.000-0300,25351358607200710,2026-09-24T00:00:00.000-0300
573834,100630223,FLUNEXIL,0867640251,INSTITUTO BIOCHIMICO INDÚSTRIA FARMACÊUTICA LTDA,33258401000103,2025-07-02T14:19:44.000-0300,25351140199200652,2026-09-24T00:00:00.000-0300
2248,104910060,RINGER,0801398258,JP INDUSTRIA FARMACEUTICA S/A,55972087000150,2025-06-16T09:11:56.000-0300,2500100705271,2026-09-24T00:00:00.000-0300
70249,112080031,LQFEX - CLOROQUINA,2848587204,LABORATÓRIO QUÍMICO FARMACÊUTICO DO EXÉRCITO,00394452000103,2020-08-24T16:23:51.000-0300,250000283729944,2026-09-24T00:00:00.000-0300
545676,170560022,ASPIRINA PREVENT,0866786261,BAYER S.A.,18459628000115,2026-08-24T10:03:09.000-0300,25351211644200757,2026-09-24T00:00:00.000-0300
548677,164000002,OLIG-TRAT,1223392236,VASCONCELOS INDUSTRIA FARMACEUTICA E COMERCIO LTDA,05155425000193,2023-11-07T15:29:03.000-0200,25351575208200711,2026-09-24T00:00:00.000-0300
549884,100663393,G500 BALSÂMICO,2668650224,LABORATORIO CATARINENSE LTDA,84684620000187,2022-05-03T16:47:24.000-0300,25351557172200786,2026-09-24T00:00:00.000-0300
538053,100330146,GENLIBBS,0546340261,LIBBS FARMACÊUTICA LTDA,61230314000175,2026-06-03T15:59:31.000-0300,25351233268200751,2026-09-24T00:00:00.000-0300
554248,129160066,CLOB-X,0083057269,GALDERMA BRASIL LTDA,00317372000146,2026-01-26T21:23:33.000-0200,25351029741200706,2026-09-24T00:00:00.000-0300
407330,107150169,SALAZOPRIN,0576610267,CAZI QUIMICA FARMACEUTICA INDUSTRIA E COMERCIO LTDA,44010437000181,2026-06-11T18:50:04.000-0300,250000161879259,2026-09-24T00:00:00.000-0300
